product_id,product_description,main_category,sub_category,price_band,ratings,is_high_rated,discount_price,actual_price,discount_percentage,total_sales,predicted_sales,prediction_error,prediction_error_pct,estimated_revenue,description_word_count,model_used
P018966,Dell Portable Keyboards & Mice 521Pro,computers,keyboards & mice,Value (₹500-1.5k),5.0,1,933.0,961.0,2.91,3262,3853.0,591.0,18.1,3043446.0,6,XGBoost
P018967,Nivea Essential Personal Care Appliances 265X,beauty & health,personal care appliances,Mid (₹1.5k-5k),4.4,1,2451.0,2483.0,1.29,1019,1315.0,296.0,29.0,2497569.0,6,XGBoost
P018968,American Tourister Eco-Friendly Suitcases 714X,luggage & bags,suitcases,Mid (₹1.5k-5k),4.3,1,983.0,1768.0,44.4,1781,2427.0,646.0,36.3,1750723.0,5,XGBoost
P018969,Realme Premium Cases & Covers 207X,mobiles,cases & covers,Premium (₹5k-20k),3.3,0,6641.0,10849.0,38.79,1680,1549.0,-131.0,-7.8,11156880.0,6,XGBoost
P018970,Samsung Smart Speakers 132Pro,electronics,speakers,Premium (₹5k-20k),3.6,0,13663.0,18592.0,26.51,1635,1702.0,67.0,4.1,22339005.0,4,XGBoost
P018971,Redwolf Eco-Friendly Women'S Clothing 105S,fashion,women's clothing,Budget (<₹500),2.8,0,329.0,402.0,18.16,1386,1159.0,-227.0,-16.4,455994.0,5,XGBoost
P018972,Pigeon Lightweight Kitchen Storage 963Max,home & kitchen,kitchen storage,Mid (₹1.5k-5k),3.4,0,2348.0,2758.0,14.87,1770,996.0,-774.0,-43.7,4155960.0,5,XGBoost
P018973,Cello Advanced Office Electronics 611Pro,office products,office electronics,Value (₹500-1.5k),4.5,1,786.0,1000.0,21.4,784,1193.0,409.0,52.2,616224.0,5,XGBoost
P018974,Fabindia Heavy-Duty Watches 541,fashion,watches,Value (₹500-1.5k),4.4,1,724.0,1316.0,44.98,3735,4964.0,1229.0,32.9,2704140.0,4,XGBoost
P018975,Chicco Smart Toys 860S,toys & baby products,toys,Budget (<₹500),3.9,0,109.0,118.0,7.63,3975,2658.0,-1317.0,-33.1,433275.0,4,XGBoost
P018976,Apple Compact Cases & Covers 973S,mobiles,cases & covers,Premium (₹5k-20k),4.6,1,5001.0,7012.0,28.68,7316,6945.0,-371.0,-5.1,36587316.0,6,XGBoost
P018977,Titan Essential Analog Watches 849S,watches,analog watches,Premium (₹5k-20k),4.0,1,9604.0,13283.0,27.7,1151,1433.0,282.0,24.5,11054204.0,5,XGBoost
P018978,Ambrane Deluxe Smartphones 932,mobiles,smartphones,Budget (<₹500),4.3,1,216.0,308.0,29.87,5243,5502.0,259.0,4.9,1132488.0,4,XGBoost
P018979,Local Brand Eco-Friendly Snacks 862S,grocery & gourmet foods,snacks,Value (₹500-1.5k),4.6,1,807.0,1366.0,40.92,1550,2850.0,1300.0,83.9,1250850.0,5,XGBoost
P018980,Amazon Basics Essential Kitchen Storage 300Max,home & kitchen,kitchen storage,Mid (₹1.5k-5k),3.2,0,1416.0,1550.0,8.65,1353,876.0,-477.0,-35.3,1915848.0,6,XGBoost
P018981,Wildcraft Everyday Wallets 834,luggage & bags,wallets,Mid (₹1.5k-5k),5.0,1,2449.0,2712.0,9.7,1519,1887.0,368.0,24.2,3720031.0,4,XGBoost
P018982,Sony Advanced Televisions 615Pro,electronics,televisions,Premium (₹5k-20k),3.7,0,5734.0,8885.0,35.46,1766,2203.0,437.0,24.7,10126244.0,4,XGBoost
P018983,Juarez Everyday Keyboards 554Max,music & instruments,keyboards,Mid (₹1.5k-5k),5.0,1,3617.0,4547.0,20.45,948,1171.0,223.0,23.5,3428916.0,4,XGBoost
P018984,Strauss Pro Cycling 428Pro,sports & fitness,cycling,Budget (<₹500),4.7,1,289.0,341.0,15.25,4004,3727.0,-277.0,-6.9,1157156.0,4,XGBoost
P018985,Nestle Premium Staples 209Max,grocery & gourmet foods,staples,Value (₹500-1.5k),4.1,1,1049.0,1231.0,14.78,2420,1746.0,-674.0,-27.9,2538580.0,4,XGBoost
P018986,Portronics Eco-Friendly Cases & Covers 574Max,mobiles,cases & covers,Premium (₹5k-20k),4.4,1,6352.0,6669.0,4.75,3909,3144.0,-765.0,-19.6,24829968.0,6,XGBoost
P018987,Nestle Premium Staples 585Pro,grocery & gourmet foods,staples,Mid (₹1.5k-5k),4.3,1,1332.0,1749.0,23.84,2633,2608.0,-25.0,-0.9,3507156.0,4,XGBoost
P018988,Garnier Everyday Haircare 753Pro,beauty & health,haircare,Budget (<₹500),4.1,1,392.0,484.0,19.01,1797,3115.0,1318.0,73.3,704424.0,4,XGBoost
P018989,Local Brand Pro Organic Foods 376Max,grocery & gourmet foods,organic foods,Budget (<₹500),4.7,1,276.0,310.0,10.97,2908,3146.0,238.0,8.2,802608.0,6,XGBoost
P018990,Skybags Ultra Wallets 896S,luggage & bags,wallets,Value (₹500-1.5k),3.2,0,981.0,1353.0,27.49,715,984.0,269.0,37.6,701415.0,4,XGBoost
P018991,Baybee Eco-Friendly Educational Games 635S,toys & baby products,educational games,Mid (₹1.5k-5k),3.5,0,3888.0,4589.0,15.28,796,742.0,-54.0,-6.8,3094848.0,5,XGBoost
P018992,Decathlon Lightweight Gym Equipment 457Pro,sports & fitness,gym equipment,Value (₹500-1.5k),4.1,1,671.0,766.0,12.4,1633,1877.0,244.0,14.9,1095743.0,5,XGBoost
P018993,Royal Canin Portable Pet Grooming 965Pro,pet supplies,pet grooming,Mid (₹1.5k-5k),4.4,1,2212.0,3633.0,39.11,556,1425.0,869.0,156.3,1229872.0,6,XGBoost
P018994,Local Brand Wireless Snacks 638Max,grocery & gourmet foods,snacks,Mid (₹1.5k-5k),4.3,1,1553.0,2190.0,29.09,1728,1747.0,19.0,1.1,2683584.0,5,XGBoost
P018995,Cello Advanced Office Electronics 504Pro,office products,office electronics,Mid (₹1.5k-5k),3.3,0,2359.0,2813.0,16.14,927,278.0,-649.0,-70.0,2186793.0,5,XGBoost
P018996,Weber Premium Outdoor Furniture 249X,garden & outdoors,outdoor furniture,Premium (₹5k-20k),3.7,0,5181.0,5598.0,7.45,227,241.0,14.0,6.2,1176087.0,5,XGBoost
P018997,Mamaearth Ultra Haircare 722Pro,beauty & health,haircare,Value (₹500-1.5k),4.4,1,396.0,655.0,39.54,7704,5390.0,-2314.0,-30.0,3050784.0,4,XGBoost
P018998,3M Compact Car Accessories 468Pro,car & motorbike,car accessories,Value (₹500-1.5k),3.7,0,554.0,807.0,31.35,1069,1211.0,142.0,13.3,592226.0,5,XGBoost
P018999,Chicco Everyday Toys 393S,toys & baby products,toys,Mid (₹1.5k-5k),3.6,0,1222.0,1904.0,35.82,1491,1441.0,-50.0,-3.4,1822002.0,4,XGBoost
P019000,Cockatoo Compact Gym Equipment 339,sports & fitness,gym equipment,Mid (₹1.5k-5k),4.4,1,2062.0,3835.0,46.23,3260,2204.0,-1056.0,-32.4,6722120.0,5,XGBoost
P019001,3M Smart Car Care 152Pro,car & motorbike,car care,Budget (<₹500),4.4,1,132.0,206.0,35.92,2308,2664.0,356.0,15.4,304656.0,5,XGBoost
P019002,Roadster Ultra Women'S Clothing 607Max,fashion,women's clothing,Value (₹500-1.5k),3.8,0,406.0,742.0,45.28,2576,3252.0,676.0,26.2,1045856.0,5,XGBoost
P019003,24 Mantra Heavy-Duty Staples 820S,grocery & gourmet foods,staples,Value (₹500-1.5k),3.7,0,416.0,609.0,31.69,2053,1723.0,-330.0,-16.1,854048.0,5,XGBoost
P019004,Mamaearth Pro Haircare 243Pro,beauty & health,haircare,Value (₹500-1.5k),2.9,0,330.0,592.0,44.26,1878,1400.0,-478.0,-25.5,619740.0,4,XGBoost
P019005,Mothercare Premium Baby Care 668Max,toys & baby products,baby care,Mid (₹1.5k-5k),3.1,0,1230.0,1575.0,21.9,529,788.0,259.0,49.0,650670.0,5,XGBoost
P019006,Apple Classic Cases & Covers 559X,mobiles,cases & covers,Value (₹500-1.5k),3.5,0,598.0,746.0,19.84,3625,3496.0,-129.0,-3.6,2167750.0,6,XGBoost
P019007,Milton Smart Furniture 392Max,home & kitchen,furniture,Mid (₹1.5k-5k),3.4,0,3688.0,4548.0,18.91,1747,999.0,-748.0,-42.8,6442936.0,4,XGBoost
P019008,Spidy Moto Advanced Car Accessories 749Max,car & motorbike,car accessories,Value (₹500-1.5k),4.7,1,961.0,1079.0,10.94,1398,1609.0,211.0,15.1,1343478.0,6,XGBoost
P019009,Zebronics Portable Speakers 892X,electronics,speakers,Value (₹500-1.5k),4.3,1,675.0,796.0,15.2,5431,4165.0,-1266.0,-23.3,3665925.0,4,XGBoost
P019010,Nirlon Smart Home Decor 447X,home & kitchen,home decor,Mid (₹1.5k-5k),3.9,0,1712.0,2302.0,25.63,2049,1870.0,-179.0,-8.7,3507888.0,5,XGBoost
P019011,boAt Compact Smart Watches 993,electronics,smart watches,Value (₹500-1.5k),4.4,1,1042.0,1270.0,17.95,6111,3886.0,-2225.0,-36.4,6367662.0,5,XGBoost
P019012,Bosch Ultra Hand Tools 744,home improvement,hand tools,Value (₹500-1.5k),3.6,0,603.0,931.0,35.23,1498,1053.0,-445.0,-29.7,903294.0,5,XGBoost
P019013,Local Brand Advanced Beverages 100,grocery & gourmet foods,beverages,Budget (<₹500),4.5,1,184.0,236.0,22.03,4009,4036.0,27.0,0.7,737656.0,5,XGBoost
P019014,Dell Premium Monitors 615Pro,computers,monitors,Luxury (₹20k+),4.6,1,28131.0,33319.0,15.57,2828,2353.0,-475.0,-16.8,79554468.0,4,XGBoost
P019015,JBL Wireless Speakers 586S,electronics,speakers,Luxury (₹20k+),4.6,1,18803.0,27316.0,31.16,4383,3480.0,-903.0,-20.6,82413549.0,4,XGBoost
P019016,Fender Deluxe Keyboards 850,music & instruments,keyboards,Value (₹500-1.5k),4.1,1,1264.0,1301.0,2.84,468,548.0,80.0,17.1,591552.0,4,XGBoost
P019017,Basil Wireless Pet Grooming 779Pro,pet supplies,pet grooming,Budget (<₹500),3.5,0,459.0,468.0,1.92,394,381.0,-13.0,-3.3,180846.0,5,XGBoost
P019018,Ptron Deluxe Headphones 731X,electronics,headphones,Luxury (₹20k+),3.7,0,28983.0,30268.0,4.25,1354,959.0,-395.0,-29.2,39242982.0,4,XGBoost
P019019,Mothercare Wireless Baby Care 526Pro,toys & baby products,baby care,Budget (<₹500),4.7,1,128.0,178.0,28.09,4929,5580.0,651.0,13.2,630912.0,5,XGBoost
P019020,Cheston Everyday Hand Tools 613Pro,home improvement,hand tools,Premium (₹5k-20k),3.8,0,11149.0,13271.0,15.99,306,498.0,192.0,62.7,3411594.0,5,XGBoost
P019021,Amazon Basics Premium Furniture 535X,home & kitchen,furniture,Mid (₹1.5k-5k),4.0,1,3104.0,4915.0,36.85,2666,1891.0,-775.0,-29.1,8275264.0,5,XGBoost
P019022,Truphe Heavy-Duty Gardening Tools 647Max,garden & outdoors,gardening tools,Value (₹500-1.5k),5.0,1,776.0,1207.0,35.71,2053,1854.0,-199.0,-9.7,1593128.0,5,XGBoost
P019023,OnePlus Essential Mobile Accessories 947Pro,mobiles,mobile accessories,Budget (<₹500),3.7,0,377.0,494.0,23.68,4123,4235.0,112.0,2.7,1554371.0,5,XGBoost
P019024,Tommy Hilfiger Heavy-Duty Watches 762Max,fashion,watches,Mid (₹1.5k-5k),3.2,0,3292.0,4143.0,20.54,1649,1247.0,-402.0,-24.4,5428508.0,5,XGBoost
P019025,Realme Deluxe Mobile Accessories 743S,mobiles,mobile accessories,Mid (₹1.5k-5k),4.4,1,2128.0,4236.0,49.76,8189,5389.0,-2800.0,-34.2,17426192.0,5,XGBoost
P019026,Amazon Basics Wireless Furniture 882Pro,home & kitchen,furniture,Mid (₹1.5k-5k),3.7,0,2643.0,2934.0,9.92,764,1080.0,316.0,41.4,2019252.0,5,XGBoost
P019027,Fastrack Pro Watch Accessories 403S,watches,watch accessories,Premium (₹5k-20k),4.4,1,6666.0,8437.0,20.99,1013,1464.0,451.0,44.5,6752658.0,5,XGBoost
P019028,Realme Eco-Friendly Smartphones 255X,mobiles,smartphones,Premium (₹5k-20k),4.2,1,9781.0,12144.0,19.46,2540,2934.0,394.0,15.5,24843740.0,4,XGBoost
P019029,GARDENIA Classic Gardening Tools 855Max,garden & outdoors,gardening tools,Budget (<₹500),4.1,1,90.0,172.0,47.67,2413,1447.0,-966.0,-40.0,217170.0,5,XGBoost
P019030,Dell Heavy-Duty Monitors 574,computers,monitors,Value (₹500-1.5k),4.5,1,477.0,528.0,9.66,3598,4073.0,475.0,13.2,1716246.0,4,XGBoost
P019031,Skybags Wireless Backpacks 140X,luggage & bags,backpacks,Premium (₹5k-20k),3.6,0,5096.0,5520.0,7.68,270,519.0,249.0,92.2,1375920.0,4,XGBoost
P019032,HarperCollins Compact Fiction 277Max,books,fiction,Value (₹500-1.5k),3.8,0,540.0,677.0,20.24,447,971.0,524.0,117.2,241380.0,4,XGBoost
P019033,HRX Advanced Men'S Clothing 559Pro,fashion,men's clothing,Mid (₹1.5k-5k),4.6,1,4536.0,4964.0,8.62,1607,2502.0,895.0,55.7,7289352.0,5,XGBoost
P019034,Ptron Heavy-Duty Headphones 538X,electronics,headphones,Premium (₹5k-20k),3.4,0,3354.0,8179.0,58.99,812,1600.0,788.0,97.0,2723448.0,4,XGBoost
P019035,Bosch Wireless Hand Tools 892X,home improvement,hand tools,Value (₹500-1.5k),3.4,0,192.0,535.0,64.11,2041,1145.0,-896.0,-43.9,391872.0,5,XGBoost
P019036,Yamaha Essential Accessories 409Max,music & instruments,accessories,Premium (₹5k-20k),4.4,1,3436.0,5752.0,40.26,949,964.0,15.0,1.6,3260764.0,4,XGBoost
P019037,Local Brand Smart Staples 150S,grocery & gourmet foods,staples,Budget (<₹500),4.4,1,208.0,233.0,10.73,2701,3085.0,384.0,14.2,561808.0,5,XGBoost
P019038,Cockatoo Premium Yoga 379,sports & fitness,yoga,Value (₹500-1.5k),3.6,0,1092.0,1376.0,20.64,1335,957.0,-378.0,-28.3,1457820.0,4,XGBoost
P019039,Nike Lightweight Cycling 966,sports & fitness,cycling,Premium (₹5k-20k),4.1,1,5370.0,5757.0,6.72,864,1200.0,336.0,38.9,4639680.0,4,XGBoost
P019040,Fabindia Pro Footwear 234S,fashion,footwear,Budget (<₹500),4.0,1,283.0,388.0,27.06,4819,4114.0,-705.0,-14.6,1363777.0,4,XGBoost
P019041,AutoFurnish Portable Bike Accessories 386,car & motorbike,bike accessories,Budget (<₹500),4.0,1,361.0,462.0,21.86,1171,1465.0,294.0,25.1,422731.0,5,XGBoost
P019042,3M Lightweight Car Accessories 551Max,car & motorbike,car accessories,Value (₹500-1.5k),3.3,0,1047.0,1203.0,12.97,860,677.0,-183.0,-21.3,900420.0,5,XGBoost
P019043,Samsung Pro Refrigerators 518X,appliances,refrigerators,Premium (₹5k-20k),4.0,1,10959.0,12117.0,9.56,1287,1439.0,152.0,11.8,14104233.0,4,XGBoost
P019044,Nike Lightweight Cycling 715X,sports & fitness,cycling,Mid (₹1.5k-5k),3.7,0,2316.0,2879.0,19.56,1846,1535.0,-311.0,-16.8,4275336.0,4,XGBoost
P019045,Lloyd Compact Washing Machines 358,appliances,washing machines,Luxury (₹20k+),3.5,0,27246.0,48331.0,43.63,1210,735.0,-475.0,-39.3,32967660.0,5,XGBoost
P019046,Nestle Portable Snacks 433Pro,grocery & gourmet foods,snacks,Budget (<₹500),4.1,1,44.0,68.0,35.29,7502,4872.0,-2630.0,-35.1,330088.0,4,XGBoost
P019047,Royal Canin Eco-Friendly Pet Food 891,pet supplies,pet food,Budget (<₹500),3.6,0,216.0,254.0,14.96,586,690.0,104.0,17.7,126576.0,6,XGBoost
P019048,Kore Compact Gym Equipment 255Pro,sports & fitness,gym equipment,Value (₹500-1.5k),3.6,0,1088.0,1237.0,12.05,679,1091.0,412.0,60.7,738752.0,5,XGBoost
P019049,LEGO Heavy-Duty Infant Wear 286Max,toys & baby products,infant wear,Value (₹500-1.5k),3.9,0,661.0,826.0,19.98,1055,1871.0,816.0,77.3,697355.0,5,XGBoost
P019050,Fabindia Lightweight Watches 297Pro,fashion,watches,Premium (₹5k-20k),3.2,0,3793.0,5636.0,32.7,1185,1029.0,-156.0,-13.2,4494705.0,4,XGBoost
P019051,AutoFurnish Lightweight Car Care 203Pro,car & motorbike,car care,Premium (₹5k-20k),4.2,1,4917.0,9551.0,48.52,1117,1112.0,-5.0,-0.4,5492289.0,5,XGBoost
P019052,Carrier Advanced Refrigerators 826X,appliances,refrigerators,Premium (₹5k-20k),4.1,1,11368.0,14804.0,23.21,1694,1353.0,-341.0,-20.1,19257392.0,4,XGBoost
P019053,Fossil Heavy-Duty Women'S Clothing 971X,fashion,women's clothing,Budget (<₹500),4.0,1,147.0,202.0,27.23,4596,5357.0,761.0,16.6,675612.0,5,XGBoost
P019054,LG Eco-Friendly Air Conditioners 316,appliances,air conditioners,Premium (₹5k-20k),4.8,1,7466.0,10108.0,26.14,2824,3546.0,722.0,25.6,21083984.0,5,XGBoost
P019055,Cello Lightweight Office Electronics 330X,office products,office electronics,Value (₹500-1.5k),4.1,1,607.0,677.0,10.34,762,762.0,0.0,0.0,462534.0,5,XGBoost
P019056,Dell Portable Keyboards & Mice 685S,computers,keyboards & mice,Mid (₹1.5k-5k),3.5,0,2887.0,3404.0,15.19,1436,1129.0,-307.0,-21.4,4145732.0,6,XGBoost
P019057,Lakme Pro Skincare 525Max,beauty & health,skincare,Budget (<₹500),3.8,0,126.0,157.0,19.75,1932,2886.0,954.0,49.4,243432.0,4,XGBoost
P019058,Strauss Lightweight Sportswear 904X,sports & fitness,sportswear,Premium (₹5k-20k),3.8,0,4267.0,5038.0,15.3,834,803.0,-31.0,-3.7,3558678.0,4,XGBoost
P019059,Nestle Pro Organic Foods 330Pro,grocery & gourmet foods,organic foods,Mid (₹1.5k-5k),3.6,0,1550.0,1967.0,21.2,555,1115.0,560.0,100.9,860250.0,5,XGBoost
P019060,Luvlap Portable Baby Care 956X,toys & baby products,baby care,Budget (<₹500),4.2,1,240.0,313.0,23.32,2922,2847.0,-75.0,-2.6,701280.0,5,XGBoost
P019061,Lloyd Classic Air Conditioners 488,appliances,air conditioners,Premium (₹5k-20k),3.5,0,7667.0,10527.0,27.17,886,893.0,7.0,0.8,6792962.0,5,XGBoost
P019062,American Tourister Pro Wallets 753S,luggage & bags,wallets,Budget (<₹500),4.3,1,348.0,441.0,21.09,2699,2969.0,270.0,10.0,939252.0,5,XGBoost
P019063,HarperCollins Deluxe Non-Fiction 688,books,non-fiction,Budget (<₹500),3.3,0,212.0,269.0,21.19,854,843.0,-11.0,-1.3,181048.0,4,XGBoost
P019064,Apple Heavy-Duty Smartphones 677Max,mobiles,smartphones,Luxury (₹20k+),4.0,1,61385.0,66076.0,7.1,1561,2527.0,966.0,61.9,95821985.0,4,XGBoost
P019065,Lakme Premium Skincare 443X,beauty & health,skincare,Value (₹500-1.5k),4.2,1,501.0,633.0,20.85,5450,2680.0,-2770.0,-50.8,2730450.0,4,XGBoost
P019066,Ambrane Essential Smartphones 228S,mobiles,smartphones,Premium (₹5k-20k),3.3,0,4169.0,6437.0,35.23,1472,1733.0,261.0,17.7,6136768.0,4,XGBoost
P019067,Drools Compact Pet Food 628Max,pet supplies,pet food,Budget (<₹500),4.3,1,159.0,250.0,36.4,2097,1551.0,-546.0,-26.0,333423.0,5,XGBoost
P019068,Samsung Eco-Friendly Speakers 941,electronics,speakers,Premium (₹5k-20k),3.7,0,5881.0,10418.0,43.55,3298,2579.0,-719.0,-21.8,19395538.0,4,XGBoost
P019069,Realme Heavy-Duty Mobile Accessories 782Pro,mobiles,mobile accessories,Luxury (₹20k+),3.8,0,94691.0,102038.0,7.2,2267,1326.0,-941.0,-41.5,214664497.0,5,XGBoost
P019070,Fossil Classic Watches 771Max,fashion,watches,Premium (₹5k-20k),4.4,1,4830.0,5306.0,8.97,2767,2794.0,27.0,1.0,13364610.0,4,XGBoost
P019071,Drools Smart Pet Accessories 607Max,pet supplies,pet accessories,Mid (₹1.5k-5k),4.3,1,1444.0,1563.0,7.61,703,711.0,8.0,1.1,1015132.0,5,XGBoost
P019072,Fabindia Smart Footwear 718Max,fashion,footwear,Premium (₹5k-20k),3.5,0,3131.0,6354.0,50.72,1331,1378.0,47.0,3.5,4167361.0,4,XGBoost
P019073,Skybags Wireless Wallets 717X,luggage & bags,wallets,Mid (₹1.5k-5k),3.9,0,1793.0,2037.0,11.98,1367,1107.0,-260.0,-19.0,2451031.0,4,XGBoost
P019074,Samsung Lightweight Televisions 430S,electronics,televisions,Premium (₹5k-20k),3.5,0,9125.0,12378.0,26.28,1601,1792.0,191.0,11.9,14609125.0,4,XGBoost
P019075,Samsung Lightweight Smartphones 314X,mobiles,smartphones,Value (₹500-1.5k),3.9,0,584.0,732.0,20.22,6909,4966.0,-1943.0,-28.1,4034856.0,4,XGBoost
P019076,Portronics Premium Mobile Accessories 811Max,mobiles,mobile accessories,Mid (₹1.5k-5k),5.0,1,3106.0,3879.0,19.93,6714,6729.0,15.0,0.2,20853684.0,5,XGBoost
P019077,iBell Compact Paint Supplies 603Pro,home improvement,paint supplies,Value (₹500-1.5k),3.4,0,470.0,966.0,51.35,812,839.0,27.0,3.3,381640.0,5,XGBoost
P019078,Wildcraft Compact Backpacks 998Max,luggage & bags,backpacks,Budget (<₹500),3.5,0,300.0,368.0,18.48,1443,1188.0,-255.0,-17.7,432900.0,4,XGBoost
P019079,Michelin Advanced Bike Accessories 287,car & motorbike,bike accessories,Value (₹500-1.5k),4.1,1,1011.0,1411.0,28.35,2328,1384.0,-944.0,-40.5,2353608.0,5,XGBoost
P019080,Truphe Premium Outdoor Furniture 544Max,garden & outdoors,outdoor furniture,Premium (₹5k-20k),4.7,1,4056.0,5962.0,31.97,490,639.0,149.0,30.4,1987440.0,5,XGBoost
P019081,Samsonite Ultra Wallets 747Pro,luggage & bags,wallets,Value (₹500-1.5k),4.8,1,852.0,1212.0,29.7,4679,3897.0,-782.0,-16.7,3986508.0,4,XGBoost
P019082,Cello Classic Stationery 935S,office products,stationery,Budget (<₹500),3.6,0,112.0,149.0,24.83,641,1035.0,394.0,61.5,71792.0,4,XGBoost
P019083,Ambrane Pro Smartphones 404X,mobiles,smartphones,Luxury (₹20k+),3.9,0,23998.0,30282.0,20.75,1457,2206.0,749.0,51.4,34965086.0,4,XGBoost
P019084,Fossil Everyday Footwear 835Pro,fashion,footwear,Value (₹500-1.5k),3.6,0,406.0,502.0,19.12,2526,3059.0,533.0,21.1,1025556.0,4,XGBoost
P019085,Logitech Advanced Storage Devices 701Max,computers,storage devices,Mid (₹1.5k-5k),4.7,1,2093.0,2737.0,23.53,4785,4349.0,-436.0,-9.1,10015005.0,5,XGBoost
P019086,Local Brand Lightweight Beverages 959Pro,grocery & gourmet foods,beverages,Budget (<₹500),3.8,0,251.0,357.0,29.69,1814,1928.0,114.0,6.3,455314.0,5,XGBoost
P019087,Cello Ultra Office Electronics 826X,office products,office electronics,Budget (<₹500),4.2,1,296.0,390.0,24.1,1380,1248.0,-132.0,-9.6,408480.0,5,XGBoost
P019088,Pigeon Lightweight Home Decor 512X,home & kitchen,home decor,Premium (₹5k-20k),4.0,1,6832.0,10132.0,32.57,2291,1949.0,-342.0,-14.9,15652112.0,5,XGBoost
P019089,Nirlon Everyday Home Decor 285Max,home & kitchen,home decor,Value (₹500-1.5k),3.9,0,352.0,550.0,36.0,1952,3148.0,1196.0,61.3,687104.0,5,XGBoost
P019090,BE SAVAGE Smart Yoga 370Pro,sports & fitness,yoga,Mid (₹1.5k-5k),3.5,0,1332.0,1856.0,28.23,1464,1160.0,-304.0,-20.8,1950048.0,5,XGBoost
P019091,Spidy Moto Smart Bike Accessories 713S,car & motorbike,bike accessories,Budget (<₹500),4.1,1,151.0,163.0,7.36,1818,1530.0,-288.0,-15.8,274518.0,6,XGBoost
P019092,Levis Portable Men'S Clothing 602Max,fashion,men's clothing,Value (₹500-1.5k),4.0,1,1057.0,1289.0,18.0,2012,2754.0,742.0,36.9,2126684.0,5,XGBoost
P019093,Wonderchef Wireless Kitchen Storage 604X,home & kitchen,kitchen storage,Value (₹500-1.5k),3.2,0,589.0,935.0,37.01,2113,1359.0,-754.0,-35.7,1244557.0,5,XGBoost
P019094,Levis Ultra Women'S Clothing 210S,fashion,women's clothing,Mid (₹1.5k-5k),4.6,1,708.0,1581.0,55.22,8703,5587.0,-3116.0,-35.8,6161724.0,5,XGBoost
P019095,Cockatoo Portable Cycling 550S,sports & fitness,cycling,Value (₹500-1.5k),3.8,0,514.0,707.0,27.3,1428,1703.0,275.0,19.3,733992.0,4,XGBoost
P019096,Portronics Compact Smartphones 703S,mobiles,smartphones,Value (₹500-1.5k),4.1,1,835.0,1201.0,30.47,4643,3985.0,-658.0,-14.2,3876905.0,4,XGBoost
P019097,Prestige Smart Home Decor 306Pro,home & kitchen,home decor,Budget (<₹500),3.4,0,372.0,401.0,7.23,1662,1448.0,-214.0,-12.9,618264.0,5,XGBoost
P019098,Chicco Ultra Toys 381,toys & baby products,toys,Budget (<₹500),3.6,0,133.0,192.0,30.73,2576,2403.0,-173.0,-6.7,342608.0,4,XGBoost
P019099,Portronics Everyday Mobile Accessories 828S,mobiles,mobile accessories,Value (₹500-1.5k),4.0,1,1053.0,1337.0,21.24,6972,3275.0,-3697.0,-53.0,7341516.0,5,XGBoost
P019100,Roadster Advanced Women'S Clothing 614X,fashion,women's clothing,Mid (₹1.5k-5k),4.3,1,1308.0,2389.0,45.25,2718,3396.0,678.0,24.9,3555144.0,5,XGBoost
P019101,BE SAVAGE Wireless Sportswear 665Max,sports & fitness,sportswear,Value (₹500-1.5k),3.8,0,811.0,952.0,14.81,1461,1275.0,-186.0,-12.7,1184871.0,5,XGBoost
P019102,Carrier Essential Washing Machines 698,appliances,washing machines,Luxury (₹20k+),3.9,0,66191.0,69113.0,4.23,382,698.0,316.0,82.7,25284962.0,5,XGBoost
P019103,Cello Classic Storage & Organization 866X,office products,storage & organization,Budget (<₹500),4.2,1,61.0,113.0,46.02,2017,1906.0,-111.0,-5.5,123037.0,6,XGBoost
P019104,Samsung Lightweight Cases & Covers 130X,mobiles,cases & covers,Premium (₹5k-20k),4.0,1,10088.0,18700.0,46.05,2949,4003.0,1054.0,35.7,29749512.0,6,XGBoost
P019105,Portronics Ultra Power Banks 891S,mobiles,power banks,Value (₹500-1.5k),4.0,1,709.0,873.0,18.79,2919,3471.0,552.0,18.9,2069571.0,5,XGBoost
P019106,Portronics Compact Smartphones 535S,mobiles,smartphones,Luxury (₹20k+),4.4,1,79715.0,109372.0,27.12,2837,2928.0,91.0,3.2,226151455.0,4,XGBoost
P019107,Garnier Everyday Haircare 672Pro,beauty & health,haircare,Value (₹500-1.5k),4.5,1,662.0,940.0,29.57,4889,3803.0,-1086.0,-22.2,3236518.0,4,XGBoost
P019108,HP Pro Monitors 472X,computers,monitors,Luxury (₹20k+),3.6,0,123568.0,129390.0,4.5,306,449.0,143.0,46.7,37811808.0,4,XGBoost
P019109,Mamaearth Eco-Friendly Haircare 395X,beauty & health,haircare,Budget (<₹500),3.5,0,246.0,300.0,18.0,2621,1987.0,-634.0,-24.2,644766.0,4,XGBoost
P019110,Noise Smart Smart Watches 769Max,electronics,smart watches,Value (₹500-1.5k),3.1,0,1094.0,1258.0,13.04,1268,1362.0,94.0,7.4,1387192.0,5,XGBoost
P019111,Wonderchef Wireless Home Decor 485Pro,home & kitchen,home decor,Budget (<₹500),3.7,0,153.0,159.0,3.77,1540,1821.0,281.0,18.2,235620.0,5,XGBoost
P019112,Casio Compact Watch Accessories 299S,watches,watch accessories,Value (₹500-1.5k),4.4,1,996.0,1161.0,14.21,3400,2173.0,-1227.0,-36.1,3386400.0,5,XGBoost
