Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
17674,Cheston Essential Power Tools 370,home improvement,power tools,4.2,969,"₹2,432","₹2,539",https://example-cdn.local/img/299107.jpg,https://example.local/product/806639
17675,24 Mantra Advanced Staples 759X,grocery & gourmet foods,staples,3.9,2576,₹722,₹918,https://example-cdn.local/img/911261.jpg,https://example.local/product/879700
17676,Zebronics Everyday Laptops 860Max,computers,laptops,4.1,801,"₹70,468","₹76,169",https://example-cdn.local/img/794844.jpg,https://example.local/product/184988
17677,Portronics Smart Smartphones 363,mobiles,smartphones,4.4,3431,"₹2,137","₹3,167",https://example-cdn.local/img/680071.jpg,https://example.local/product/933673
17678,boAt Classic Smart Watches 818Max,electronics,smart watches,4.9,4540,"₹9,070","₹10,197",https://example-cdn.local/img/215447.jpg,https://example.local/product/482644
17679,Samsung Portable Cameras 228S,electronics,cameras,4.1,1103,"₹20,616","₹23,304",https://example-cdn.local/img/484040.jpg,https://example.local/product/188601
17680,Local Compact Safety Gear 529,industrial & scientific,safety gear,5.0,509,"₹2,875","₹3,207",https://example-cdn.local/img/107397.jpg,https://example.local/product/482984
17681,Pedigree Lightweight Pet Grooming 837Max,pet supplies,pet grooming,5.0,2565,₹304,₹423,https://example-cdn.local/img/584290.jpg,https://example.local/product/807116
17682,Samsung Pro Televisions 184X,electronics,televisions,3.4,2660,"₹2,426","₹3,100",https://example-cdn.local/img/705187.jpg,https://example.local/product/278042
17683,JBL Essential Televisions 738X,electronics,televisions,3.5,1787,"₹4,403","₹5,471",https://example-cdn.local/img/199161.jpg,https://example.local/product/889558
17684,Titan Ultra Smart Watches 118S,watches,smart watches,3.9,1188,"₹1,662","₹1,725",https://example-cdn.local/img/137317.jpg,https://example.local/product/644696
17685,Noise Deluxe Speakers 299X,electronics,speakers,3.6,601,"₹14,142","₹15,487",https://example-cdn.local/img/924588.jpg,https://example.local/product/104549
17686,Baybee Classic Infant Wear 205S,toys & baby products,infant wear,4.2,2959,₹289,₹355,https://example-cdn.local/img/621019.jpg,https://example.local/product/764926
17687,boAt Ultra Cameras 746,electronics,cameras,5.0,8858,"₹6,904","₹8,547",https://example-cdn.local/img/888392.jpg,https://example.local/product/702999
17688,Tata Classic Organic Foods 723,grocery & gourmet foods,organic foods,3.6,1588,₹182,₹258,https://example-cdn.local/img/581801.jpg,https://example.local/product/526008
17689,Nivea Ultra Makeup 902S,beauty & health,makeup,3.1,1073,₹105,₹123,https://example-cdn.local/img/354887.jpg,https://example.local/product/868059
17690,Logitech Deluxe Laptops 441Max,computers,laptops,4.1,1570,"₹5,355","₹9,440",https://example-cdn.local/img/588684.jpg,https://example.local/product/690305
17691,BE SAVAGE Smart Gym Equipment 162Pro,sports & fitness,gym equipment,4.2,5084,₹118,₹205,https://example-cdn.local/img/490831.jpg,https://example.local/product/952345
17692,Nirlon Pro Home Decor 590Pro,home & kitchen,home decor,4.4,3311,₹384,₹453,https://example-cdn.local/img/446825.jpg,https://example.local/product/189729
17693,boAt Pro Smart Watches 820Max,electronics,smart watches,3.9,2719,"₹11,935","₹14,474",https://example-cdn.local/img/863453.jpg,https://example.local/product/544059
17694,Ambrane Premium Smartphones 666S,mobiles,smartphones,3.6,2845,₹216,₹361,https://example-cdn.local/img/162221.jpg,https://example.local/product/977444
17695,Voltas Wireless Refrigerators 899S,appliances,refrigerators,4.5,1390,"₹4,940","₹5,369",https://example-cdn.local/img/921137.jpg,https://example.local/product/912826
17696,BE SAVAGE Wireless Yoga 565Max,sports & fitness,yoga,4.0,964,"₹4,137","₹6,709",https://example-cdn.local/img/364360.jpg,https://example.local/product/255421
17697,Samsung Premium Mobile Accessories 748S,mobiles,mobile accessories,3.7,3356,₹483,₹546,https://example-cdn.local/img/170852.jpg,https://example.local/product/768462
17698,Portronics Ultra Power Banks 352,mobiles,power banks,4.2,3380,"₹1,013","₹1,399",https://example-cdn.local/img/591642.jpg,https://example.local/product/602639
17699,Garnier Lightweight Skincare 407S,beauty & health,skincare,4.0,1021,"₹1,341","₹1,705",https://example-cdn.local/img/684470.jpg,https://example.local/product/917488
17700,Amazon Basics Smart Home Decor 853,home & kitchen,home decor,4.5,802,"₹17,493","₹20,245",https://example-cdn.local/img/970068.jpg,https://example.local/product/302459
17701,Ptron Compact Televisions 696X,electronics,televisions,3.2,335,"₹4,967","₹5,931",https://example-cdn.local/img/653356.jpg,https://example.local/product/303178
17702,Kore Classic Gym Equipment 159Pro,sports & fitness,gym equipment,3.3,421,"₹2,873","₹3,166",https://example-cdn.local/img/750142.jpg,https://example.local/product/412413
17703,Kadence Eco-Friendly Keyboards 248X,music & instruments,keyboards,3.8,502,"₹2,128","₹2,575",https://example-cdn.local/img/780799.jpg,https://example.local/product/882670
17704,Tata Portable Beverages 642Max,grocery & gourmet foods,beverages,3.8,1023,"₹2,151","₹2,469",https://example-cdn.local/img/326629.jpg,https://example.local/product/623718
17705,Apple Premium Smartphones 662X,mobiles,smartphones,4.1,3247,"₹43,289","₹68,958",https://example-cdn.local/img/837453.jpg,https://example.local/product/609507
17706,Bosch Smart Lab Equipment 868,industrial & scientific,lab equipment,3.3,136,"₹13,777","₹16,844",https://example-cdn.local/img/731885.jpg,https://example.local/product/757799
17707,Titan Eco-Friendly Smart Watches 900S,watches,smart watches,3.6,1134,"₹1,261","₹1,676",https://example-cdn.local/img/735638.jpg,https://example.local/product/354048
17708,Decathlon Smart Gym Equipment 227X,sports & fitness,gym equipment,3.7,1030,"₹3,076","₹3,821",https://example-cdn.local/img/992164.jpg,https://example.local/product/195958
17709,Ptron Advanced Cameras 695X,electronics,cameras,3.9,3353,"₹1,494","₹2,051",https://example-cdn.local/img/431445.jpg,https://example.local/product/430855
17710,Amazon Basics Smart Cookware 283S,home & kitchen,cookware,4.8,2866,"₹7,606","₹13,175",https://example-cdn.local/img/286393.jpg,https://example.local/product/814063
17711,Wonderchef Lightweight Kitchen Storage 862,home & kitchen,kitchen storage,4.5,966,"₹2,374","₹2,541",https://example-cdn.local/img/357821.jpg,https://example.local/product/465467
17712,Voltas Heavy-Duty Refrigerators 288S,appliances,refrigerators,3.4,1838,"₹2,688","₹3,714",https://example-cdn.local/img/659393.jpg,https://example.local/product/682335
17713,Bosch Essential Power Tools 941,home improvement,power tools,4.0,1037,"₹7,944","₹15,976",https://example-cdn.local/img/435117.jpg,https://example.local/product/415537
17714,Portronics Compact Cases & Covers 778Pro,mobiles,cases & covers,3.8,871,"₹22,991","₹23,304",https://example-cdn.local/img/281664.jpg,https://example.local/product/700843
17715,Zebronics Deluxe Cameras 714Pro,electronics,cameras,2.3,656,₹934,"₹1,231",https://example-cdn.local/img/521249.jpg,https://example.local/product/295651
17716,24 Mantra Deluxe Snacks 190Pro,grocery & gourmet foods,snacks,4.0,1054,₹502,₹530,https://example-cdn.local/img/282565.jpg,https://example.local/product/268129
17717,Fastrack Portable Analog Watches 216Max,watches,analog watches,3.6,987,"₹2,984","₹5,234",https://example-cdn.local/img/861607.jpg,https://example.local/product/471325
17718,Baybee Eco-Friendly Toys 222Max,toys & baby products,toys,4.2,1681,"₹1,572","₹1,641",https://example-cdn.local/img/998141.jpg,https://example.local/product/856345
17719,Apple Advanced Laptops 990X,computers,laptops,4.5,2592,"₹17,081","₹19,764",https://example-cdn.local/img/365741.jpg,https://example.local/product/591895
17720,Nivea Eco-Friendly Makeup 360S,beauty & health,makeup,3.3,1205,₹713,"₹1,264",https://example-cdn.local/img/934662.jpg,https://example.local/product/286530
17721,Mamaearth Portable Makeup 714,beauty & health,makeup,3.2,1114,"₹1,923","₹2,023",https://example-cdn.local/img/917769.jpg,https://example.local/product/999304
17722,Fossil Classic Watch Accessories 922X,watches,watch accessories,4.5,3326,"₹4,383","₹5,321",https://example-cdn.local/img/387101.jpg,https://example.local/product/980054
17723,OnePlus Advanced Smartphones 247Max,mobiles,smartphones,3.9,5177,"₹2,699","₹4,179",https://example-cdn.local/img/242875.jpg,https://example.local/product/368386
17724,Lakme Essential Makeup 720,beauty & health,makeup,3.5,2508,₹608,₹662,https://example-cdn.local/img/701690.jpg,https://example.local/product/320273
17725,Strauss Wireless Yoga 397X,sports & fitness,yoga,3.6,696,"₹2,271","₹3,095",https://example-cdn.local/img/408122.jpg,https://example.local/product/449937
17726,iBell Classic Electricals 737X,home improvement,electricals,4.3,1786,₹150,₹330,https://example-cdn.local/img/779346.jpg,https://example.local/product/891473
17727,Local Press Classic Non-Fiction 231X,books,non-fiction,4.1,1429,₹112,₹129,https://example-cdn.local/img/567861.jpg,https://example.local/product/827250
17728,Cello Wireless Home Decor 169Max,home & kitchen,home decor,3.5,1616,"₹1,081","₹1,415",https://example-cdn.local/img/138505.jpg,https://example.local/product/662769
17729,24 Mantra Premium Organic Foods 239,grocery & gourmet foods,organic foods,4.0,2607,₹44,₹50,https://example-cdn.local/img/484454.jpg,https://example.local/product/809734
17730,AutoFurnish Smart Bike Accessories 914,car & motorbike,bike accessories,4.2,297,"₹7,174","₹8,699",https://example-cdn.local/img/321257.jpg,https://example.local/product/711533
17731,Pigeon Classic Cookware 920Pro,home & kitchen,cookware,4.1,2501,"₹10,028","₹14,584",https://example-cdn.local/img/323072.jpg,https://example.local/product/231467
17732,Skybags Pro Wallets 764,luggage & bags,wallets,3.9,2042,₹608,₹764,https://example-cdn.local/img/584026.jpg,https://example.local/product/447640
17733,Luvlap Eco-Friendly Infant Wear 194S,toys & baby products,infant wear,4.3,2714,₹272,₹348,https://example-cdn.local/img/468094.jpg,https://example.local/product/162077
17734,Bosch Premium Washing Machines 873S,appliances,washing machines,4.2,1640,"₹31,397","₹37,399",https://example-cdn.local/img/239809.jpg,https://example.local/product/152830
17735,Fossil Smart Footwear 225Max,fashion,footwear,5.0,3972,"₹3,110","₹3,534",https://example-cdn.local/img/131666.jpg,https://example.local/product/472401
17736,Cockatoo Lightweight Yoga 849Pro,sports & fitness,yoga,5.0,2078,₹744,₹838,https://example-cdn.local/img/302267.jpg,https://example.local/product/467834
17737,Roadster Premium Women'S Clothing 164Pro,fashion,women's clothing,4.5,3087,"₹6,969","₹8,022",https://example-cdn.local/img/152858.jpg,https://example.local/product/587454
17738,Dove Heavy-Duty Personal Care Appliances 844S,beauty & health,personal care appliances,4.8,8957,₹121,₹209,https://example-cdn.local/img/690228.jpg,https://example.local/product/560583
17739,Titan Compact Analog Watches 942X,watches,analog watches,3.6,1483,"₹1,126","₹1,273",https://example-cdn.local/img/447918.jpg,https://example.local/product/246359
17740,Bosch Advanced Power Tools 445Pro,home improvement,power tools,3.1,613,"₹2,203","₹2,955",https://example-cdn.local/img/988242.jpg,https://example.local/product/882983
17741,Truphe Wireless Gardening Tools 203Max,garden & outdoors,gardening tools,4.6,1617,₹391,₹582,https://example-cdn.local/img/255650.jpg,https://example.local/product/119316
17742,Roadster Premium Watches 842Max,fashion,watches,4.7,3220,"₹6,317","₹8,858",https://example-cdn.local/img/729455.jpg,https://example.local/product/279215
17743,American Tourister Essential Backpacks 567,luggage & bags,backpacks,4.3,2030,"₹2,013","₹4,165",https://example-cdn.local/img/597753.jpg,https://example.local/product/487264
17744,Lakme Compact Personal Care Appliances 972Max,beauty & health,personal care appliances,4.3,2821,"₹1,013","₹1,427",https://example-cdn.local/img/979069.jpg,https://example.local/product/534783
17745,American Tourister Portable Backpacks 490Max,luggage & bags,backpacks,3.3,1027,₹417,₹545,https://example-cdn.local/img/659346.jpg,https://example.local/product/199784
17746,iBell Everyday Electricals 400S,home improvement,electricals,4.7,1734,"₹1,073","₹1,196",https://example-cdn.local/img/904476.jpg,https://example.local/product/608887
17747,Adidas Ultra Sportswear 583X,sports & fitness,sportswear,3.7,892,"₹5,603","₹6,931",https://example-cdn.local/img/689460.jpg,https://example.local/product/759610
17748,AutoFurnish Ultra Car Care 570S,car & motorbike,car care,3.9,1834,₹153,₹244,https://example-cdn.local/img/261670.jpg,https://example.local/product/289612
17749,Nike Wireless Gym Equipment 527X,sports & fitness,gym equipment,4.5,2580,₹760,₹815,https://example-cdn.local/img/661942.jpg,https://example.local/product/195854
17750,Bose Lightweight Cameras 823S,electronics,cameras,3.6,2601,"₹1,289","₹1,601",https://example-cdn.local/img/511879.jpg,https://example.local/product/673288
17751,Yamaha Essential Guitars 556,music & instruments,guitars,4.2,883,"₹3,085","₹5,882",https://example-cdn.local/img/988276.jpg,https://example.local/product/369849
17752,Chicco Smart Infant Wear 703S,toys & baby products,infant wear,4.5,2205,"₹2,677","₹3,653",https://example-cdn.local/img/554253.jpg,https://example.local/product/308360
17753,Logitech Heavy-Duty Monitors 840X,computers,monitors,5.0,1796,"₹79,283","₹86,521",https://example-cdn.local/img/617423.jpg,https://example.local/product/494130
17754,Mothercare Smart Educational Games 810Pro,toys & baby products,educational games,3.6,636,"₹3,266","₹3,982",https://example-cdn.local/img/919185.jpg,https://example.local/product/182804
17755,Fabindia Pro Women'S Clothing 714Max,fashion,women's clothing,3.5,2616,₹150,₹201,https://example-cdn.local/img/583876.jpg,https://example.local/product/948304
17756,HRX Smart Men'S Clothing 604Max,fashion,men's clothing,4.2,1828,"₹1,396","₹2,589",https://example-cdn.local/img/816868.jpg,https://example.local/product/704165
17757,Bose Advanced Cameras 254X,electronics,cameras,4.4,9743,₹740,₹840,https://example-cdn.local/img/260087.jpg,https://example.local/product/258076
17758,Redwolf Deluxe Watches 183,fashion,watches,4.4,2377,"₹1,457","₹1,915",https://example-cdn.local/img/433347.jpg,https://example.local/product/516907
17759,HarperCollins Lightweight Non-Fiction 386Pro,books,non-fiction,3.1,1657,₹78,₹104,https://example-cdn.local/img/464602.jpg,https://example.local/product/568338
17760,Portronics Wireless Power Banks 594S,mobiles,power banks,3.6,2556,"₹18,446","₹28,649",https://example-cdn.local/img/805080.jpg,https://example.local/product/395359
17761,Classmate Essential Storage & Organization 732Pro,office products,storage & organization,4.4,1742,₹587,₹784,https://example-cdn.local/img/638309.jpg,https://example.local/product/389991
17762,Logitech Everyday Laptops 104X,computers,laptops,4.9,2783,"₹3,124","₹3,635",https://example-cdn.local/img/119006.jpg,https://example.local/product/391379
17763,Noise Essential Televisions 163Max,electronics,televisions,3.7,3531,"₹1,698","₹2,956",https://example-cdn.local/img/864517.jpg,https://example.local/product/954355
17764,Apple Deluxe Mobile Accessories 115X,mobiles,mobile accessories,4.4,11820,"₹1,666","₹2,704",https://example-cdn.local/img/139120.jpg,https://example.local/product/357771
17765,Local Brand Heavy-Duty Staples 592,grocery & gourmet foods,staples,3.7,4245,₹83,₹149,https://example-cdn.local/img/467731.jpg,https://example.local/product/193972
17766,Ambrane Pro Power Banks 554X,mobiles,power banks,4.0,3807,₹681,"₹1,140",https://example-cdn.local/img/716376.jpg,https://example.local/product/839988
17767,Garnier Portable Skincare 824Pro,beauty & health,skincare,4.9,2749,"₹3,490","₹4,604",https://example-cdn.local/img/210880.jpg,https://example.local/product/881470
17768,Kadence Pro Accessories 596,music & instruments,accessories,4.3,606,₹294,₹404,https://example-cdn.local/img/668148.jpg,https://example.local/product/220059
17769,BE SAVAGE Smart Yoga 963Max,sports & fitness,yoga,4.4,2694,₹309,₹513,https://example-cdn.local/img/365497.jpg,https://example.local/product/562722
17770,Mamaearth Wireless Makeup 100,beauty & health,makeup,3.9,1284,"₹3,495","₹3,746",https://example-cdn.local/img/499388.jpg,https://example.local/product/664699
17771,Cockatoo Essential Gym Equipment 490Max,sports & fitness,gym equipment,3.8,1398,₹173,₹217,https://example-cdn.local/img/790069.jpg,https://example.local/product/184086
17772,Mamaearth Smart Skincare 128S,beauty & health,skincare,4.1,2826,₹972,"₹1,352",https://example-cdn.local/img/617884.jpg,https://example.local/product/620256
17773,boAt Eco-Friendly Cameras 101,electronics,cameras,3.1,1153,"₹3,105","₹4,876",https://example-cdn.local/img/373871.jpg,https://example.local/product/852177
17774,Carrier Everyday Washing Machines 640X,appliances,washing machines,3.9,741,"₹9,844","₹10,884",https://example-cdn.local/img/469684.jpg,https://example.local/product/496566
17775,Baybee Eco-Friendly Baby Care 494Pro,toys & baby products,baby care,4.9,4696,₹110,₹156,https://example-cdn.local/img/110762.jpg,https://example.local/product/443414
17776,Redmi Lightweight Mobile Accessories 839S,mobiles,mobile accessories,3.9,17831,₹395,"₹1,191",https://example-cdn.local/img/358862.jpg,https://example.local/product/841781
17777,AutoFurnish Eco-Friendly Car Care 493Max,car & motorbike,car care,3.5,257,₹506,₹564,https://example-cdn.local/img/872086.jpg,https://example.local/product/755047
17778,Fabindia Essential Men'S Clothing 884,fashion,men's clothing,3.7,831,"₹6,779","₹7,508",https://example-cdn.local/img/475995.jpg,https://example.local/product/189524
17779,Lenovo Wireless Keyboards & Mice 504Pro,computers,keyboards & mice,4.2,1841,"₹4,408","₹4,785",https://example-cdn.local/img/505779.jpg,https://example.local/product/716119
17780,24 Mantra Everyday Organic Foods 535X,grocery & gourmet foods,organic foods,3.8,1829,₹357,₹429,https://example-cdn.local/img/436291.jpg,https://example.local/product/801369
17781,Logitech Heavy-Duty Monitors 950,computers,monitors,3.3,1198,"₹5,871","₹8,208",https://example-cdn.local/img/637813.jpg,https://example.local/product/238102
17782,Skybags Compact Suitcases 532Pro,luggage & bags,suitcases,3.4,879,₹689,₹887,https://example-cdn.local/img/395276.jpg,https://example.local/product/800907
17783,Dove Smart Personal Care Appliances 689Pro,beauty & health,personal care appliances,4.3,7713,₹132,₹224,https://example-cdn.local/img/855099.jpg,https://example.local/product/564351
17784,Bosch Wireless Safety Gear 158,industrial & scientific,safety gear,4.2,870,₹721,₹895,https://example-cdn.local/img/892859.jpg,https://example.local/product/889143
17785,American Tourister Premium Suitcases 386S,luggage & bags,suitcases,3.8,551,"₹5,909","₹6,136",https://example-cdn.local/img/462663.jpg,https://example.local/product/972794
17786,Local Brand Ultra Snacks 430Max,grocery & gourmet foods,snacks,3.8,2612,₹49,₹51,https://example-cdn.local/img/173033.jpg,https://example.local/product/383825
17787,Samsung Premium Mobile Accessories 696,mobiles,mobile accessories,4.2,2849,"₹7,210","₹8,395",https://example-cdn.local/img/426359.jpg,https://example.local/product/322228
17788,Amazon Basics Ultra Furniture 635S,home & kitchen,furniture,3.8,3231,"₹3,854","₹7,012",https://example-cdn.local/img/307392.jpg,https://example.local/product/502609
17789,Sony Essential Speakers 935Max,electronics,speakers,4.1,6043,₹446,₹530,https://example-cdn.local/img/298991.jpg,https://example.local/product/288702
17790,Kore Advanced Sportswear 558X,sports & fitness,sportswear,3.7,1089,₹424,₹681,https://example-cdn.local/img/913166.jpg,https://example.local/product/449305
17791,American Tourister Eco-Friendly Wallets 911X,luggage & bags,wallets,3.9,1901,₹719,"₹1,738",https://example-cdn.local/img/357620.jpg,https://example.local/product/571063
17792,WOW Compact Makeup 649Pro,beauty & health,makeup,2.8,522,₹386,₹485,https://example-cdn.local/img/283343.jpg,https://example.local/product/148058
17793,Redwolf Classic Watches 629S,fashion,watches,3.9,4503,₹472,₹596,https://example-cdn.local/img/349751.jpg,https://example.local/product/217407
17794,Noise Ultra Cameras 996Pro,electronics,cameras,4.0,1708,"₹9,952","₹18,692",https://example-cdn.local/img/809715.jpg,https://example.local/product/175647
17795,Samsung Heavy-Duty Televisions 998S,electronics,televisions,3.7,1645,"₹27,182","₹35,926",https://example-cdn.local/img/212207.jpg,https://example.local/product/849552
17796,Sonata Portable Watch Accessories 134S,watches,watch accessories,4.5,2470,"₹3,527","₹4,918",https://example-cdn.local/img/686539.jpg,https://example.local/product/967838
17797,Local Brand Ultra Snacks 227Max,grocery & gourmet foods,snacks,4.2,3751,₹59,₹66,https://example-cdn.local/img/716324.jpg,https://example.local/product/241316
17798,AutoFurnish Ultra Car Care 571S,car & motorbike,car care,3.9,368,"₹7,641","₹8,066",https://example-cdn.local/img/304266.jpg,https://example.local/product/774451
17799,Casio Portable Watch Accessories 124S,watches,watch accessories,4.5,2045,₹592,₹627,https://example-cdn.local/img/552864.jpg,https://example.local/product/484431
17800,LG Premium Microwaves 560Max,appliances,microwaves,3.7,1727,"₹4,730","₹6,516",https://example-cdn.local/img/296094.jpg,https://example.local/product/388274
17801,Bose Advanced Televisions 331S,electronics,televisions,3.3,795,"₹34,212","₹42,106",https://example-cdn.local/img/929082.jpg,https://example.local/product/714424
17802,Whirlpool Heavy-Duty Microwaves 392,appliances,microwaves,4.2,839,"₹12,551","₹12,879",https://example-cdn.local/img/169959.jpg,https://example.local/product/652139
17803,LEGO Smart Infant Wear 794X,toys & baby products,infant wear,5.0,8872,₹145,₹201,https://example-cdn.local/img/625355.jpg,https://example.local/product/362879
17804,Nestle Lightweight Staples 573,grocery & gourmet foods,staples,5.0,3145,"₹1,763","₹2,097",https://example-cdn.local/img/163137.jpg,https://example.local/product/885742
17805,Cockatoo Essential Gym Equipment 575S,sports & fitness,gym equipment,3.9,1838,"₹1,992","₹2,456",https://example-cdn.local/img/909588.jpg,https://example.local/product/564246
17806,Samsonite Portable Backpacks 986X,luggage & bags,backpacks,4.1,1034,"₹1,686","₹1,783",https://example-cdn.local/img/580711.jpg,https://example.local/product/787315
17807,Dove Eco-Friendly Makeup 649,beauty & health,makeup,3.0,782,₹100,₹106,https://example-cdn.local/img/839182.jpg,https://example.local/product/977686
17808,AutoFurnish Advanced Bike Accessories 336Max,car & motorbike,bike accessories,4.0,983,"₹5,130","₹6,496",https://example-cdn.local/img/570001.jpg,https://example.local/product/465123
17809,Adidas Smart Cycling 882Max,sports & fitness,cycling,4.3,6707,"₹1,564","₹2,034",https://example-cdn.local/img/759465.jpg,https://example.local/product/135516
17810,Luvlap Wireless Educational Games 193Pro,toys & baby products,educational games,3.5,1287,"₹2,468","₹3,198",https://example-cdn.local/img/784822.jpg,https://example.local/product/983301
17811,Fastrack Advanced Analog Watches 457Max,watches,analog watches,4.5,786,"₹13,003","₹17,214",https://example-cdn.local/img/339557.jpg,https://example.local/product/126761
17812,Funskool Heavy-Duty Infant Wear 669,toys & baby products,infant wear,3.8,2032,₹130,₹152,https://example-cdn.local/img/826277.jpg,https://example.local/product/146572
17813,HarperCollins Advanced Academic 780X,books,academic,4.8,1953,"₹1,053","₹1,568",https://example-cdn.local/img/888205.jpg,https://example.local/product/693619
17814,Realme Premium Mobile Accessories 170,mobiles,mobile accessories,4.9,6943,₹491,₹520,https://example-cdn.local/img/411472.jpg,https://example.local/product/755568
17815,Portronics Eco-Friendly Mobile Accessories 779,mobiles,mobile accessories,4.5,6387,₹472,₹913,https://example-cdn.local/img/867979.jpg,https://example.local/product/923717
17816,Tommy Hilfiger Deluxe Footwear 224X,fashion,footwear,4.4,5743,"₹1,063","₹1,375",https://example-cdn.local/img/265143.jpg,https://example.local/product/962820
17817,Carrier Deluxe Refrigerators 418Pro,appliances,refrigerators,3.2,802,"₹8,280","₹9,385",https://example-cdn.local/img/514694.jpg,https://example.local/product/162936
17818,3M Wireless Bike Accessories 622Max,car & motorbike,bike accessories,3.8,1917,₹127,₹153,https://example-cdn.local/img/972253.jpg,https://example.local/product/390183
17819,HP Deluxe Storage Devices 192X,computers,storage devices,4.2,2079,"₹70,483","₹98,983",https://example-cdn.local/img/430049.jpg,https://example.local/product/670589
17820,Nivea Smart Personal Care Appliances 837X,beauty & health,personal care appliances,3.8,1537,"₹3,380","₹3,789",https://example-cdn.local/img/462171.jpg,https://example.local/product/997727
17821,Mamaearth Essential Makeup 713S,beauty & health,makeup,4.3,1344,"₹2,878","₹4,240",https://example-cdn.local/img/251308.jpg,https://example.local/product/742647
17822,Chicco Compact Educational Games 134S,toys & baby products,educational games,3.9,1681,"₹1,500","₹1,809",https://example-cdn.local/img/455725.jpg,https://example.local/product/743185
17823,Roadster Compact Men'S Clothing 578X,fashion,men's clothing,3.5,1137,"₹1,801","₹2,663",https://example-cdn.local/img/594685.jpg,https://example.local/product/351159
17824,Realme Essential Mobile Accessories 426S,mobiles,mobile accessories,4.4,3381,"₹3,830","₹4,256",https://example-cdn.local/img/924176.jpg,https://example.local/product/390235
17825,Whirlpool Ultra Air Conditioners 120X,appliances,air conditioners,4.4,4357,"₹3,605","₹7,663",https://example-cdn.local/img/281082.jpg,https://example.local/product/457014
17826,Fabindia Compact Men'S Clothing 464S,fashion,men's clothing,4.2,3443,₹980,"₹1,231",https://example-cdn.local/img/337318.jpg,https://example.local/product/474422
17827,Apple Smart Cases & Covers 719X,mobiles,cases & covers,4.6,6221,"₹5,764","₹7,496",https://example-cdn.local/img/411313.jpg,https://example.local/product/312782
17828,Penguin Essential Children'S Books 212Pro,books,children's books,3.5,723,₹116,₹118,https://example-cdn.local/img/610164.jpg,https://example.local/product/373411
17829,Lenovo Eco-Friendly Keyboards & Mice 749Pro,computers,keyboards & mice,4.7,1375,"₹59,991","₹71,639",https://example-cdn.local/img/793920.jpg,https://example.local/product/830562
17830,Lakme Classic Skincare 405Max,beauty & health,skincare,4.1,1405,"₹2,060","₹3,330",https://example-cdn.local/img/106033.jpg,https://example.local/product/413551
17831,Sony Compact Cameras 258S,electronics,cameras,3.9,2246,"₹5,586","₹7,073",https://example-cdn.local/img/101623.jpg,https://example.local/product/923344
17832,Roadster Smart Women'S Clothing 239S,fashion,women's clothing,3.8,1812,"₹1,080","₹1,869",https://example-cdn.local/img/444728.jpg,https://example.local/product/364817
17833,OnePlus Advanced Cases & Covers 141,mobiles,cases & covers,3.9,5340,"₹7,354","₹8,818",https://example-cdn.local/img/124839.jpg,https://example.local/product/839771
17834,Local Press Premium Fiction 196Pro,books,fiction,4.1,1539,₹373,₹399,https://example-cdn.local/img/295810.jpg,https://example.local/product/625216
17835,boAt Lightweight Televisions 793,electronics,televisions,3.7,790,"₹14,877","₹17,247",https://example-cdn.local/img/200670.jpg,https://example.local/product/379175
17836,Michelin Classic Car Accessories 386S,car & motorbike,car accessories,4.8,8047,₹113,₹211,https://example-cdn.local/img/730248.jpg,https://example.local/product/889474
17837,Bosch Everyday Paint Supplies 922,home improvement,paint supplies,4.1,1010,"₹1,333","₹1,558",https://example-cdn.local/img/316877.jpg,https://example.local/product/236018
17838,Classmate Wireless Stationery 902Max,office products,stationery,3.9,785,₹197,₹265,https://example-cdn.local/img/269223.jpg,https://example.local/product/182124
17839,Logitech Wireless Keyboards & Mice 295S,computers,keyboards & mice,3.4,1459,₹629,₹675,https://example-cdn.local/img/725506.jpg,https://example.local/product/163240
17840,Redmi Compact Cases & Covers 265X,mobiles,cases & covers,4.5,3911,"₹21,328","₹35,353",https://example-cdn.local/img/218938.jpg,https://example.local/product/201593
17841,Ptron Pro Televisions 306,electronics,televisions,3.5,1289,"₹16,034","₹18,274",https://example-cdn.local/img/478826.jpg,https://example.local/product/332360
17842,Bose Portable Speakers 118X,electronics,speakers,4.8,6486,"₹5,768","₹6,054",https://example-cdn.local/img/638920.jpg,https://example.local/product/198099
17843,Mothercare Premium Toys 345,toys & baby products,toys,4.1,3224,₹213,₹307,https://example-cdn.local/img/102722.jpg,https://example.local/product/557850
17844,iBell Eco-Friendly Paint Supplies 764S,home improvement,paint supplies,4.1,458,"₹5,435","₹5,642",https://example-cdn.local/img/853286.jpg,https://example.local/product/863828
17845,Logitech Compact Keyboards & Mice 680Max,computers,keyboards & mice,4.0,1792,"₹1,938","₹2,494",https://example-cdn.local/img/191303.jpg,https://example.local/product/914161
17846,Samsonite Premium Suitcases 264Pro,luggage & bags,suitcases,4.6,6313,"₹2,577","₹3,962",https://example-cdn.local/img/290946.jpg,https://example.local/product/841466
17847,Adidas Essential Cycling 240X,sports & fitness,cycling,4.2,1219,"₹8,450","₹12,829",https://example-cdn.local/img/251331.jpg,https://example.local/product/446709
17848,Realme Premium Smartphones 113,mobiles,smartphones,4.0,4621,₹333,₹403,https://example-cdn.local/img/769393.jpg,https://example.local/product/190293
